Algorithm.Type,String.Length,Duration,Fractional.Period,Run
naive,500000,36460857700,500000,3
smart,500000,3082900,500000,3
naive,1000,159800,1000,4
smart,1000,3667,1000,4
naive,1064,172400,1064,4
smart,1064,3863,1064,4
naive,1133,201300,1131,4
smart,1133,4400,1131,4
naive,1207,216500,1206,4
smart,1207,3687,1206,4
naive,1285,498800,1285,4
smart,1285,6331,1285,4
naive,1368,334700,1368,4
smart,1368,5443,1368,4
naive,1457,286000,1457,4
smart,1457,4958,1457,4
naive,1551,567700,1551,4
smart,1551,11305,1551,4
naive,1652,871200,1651,4
smart,1652,8157,1651,4
naive,1759,432400,1759,4
smart,1759,7214,1759,4
naive,1873,613700,1871,4
smart,1873,8504,1871,4
naive,1994,561000,1994,4
smart,1994,9268,1994,4
naive,2123,650400,2122,4
smart,2123,11805,2122,4
naive,2261,1628400,2259,4
smart,2261,9195,2259,4
naive,2408,935400,2406,4
smart,2408,15192,2406,4
naive,2564,1161100,2562,4
smart,2564,13662,2562,4
naive,2730,1861800,2730,4
smart,2730,12216,2730,4
naive,2907,1191700,2906,4
smart,2907,18236,2906,4
naive,3095,1383600,3095,4
smart,3095,14600,3095,4
naive,3295,2167300,3293,4
smart,3295,15838,3293,4
naive,3509,2311700,3509,4
smart,3509,16750,3509,4
naive,3736,2044800,3736,4
smart,3736,19436,3736,4
naive,3978,2565500,3978,4
smart,3978,23900,3978,4
naive,4236,3249900,4236,4
smart,4236,25650,4236,4
naive,4511,2957600,4510,4
smart,4511,25950,4510,4
naive,4803,4512000,4800,4
smart,4803,31700,4800,4
naive,5114,4701700,5114,4
smart,5114,31742,5114,4
naive,5446,4858300,5446,4
smart,5446,30842,5446,4
naive,5798,5050700,5797,4
smart,5798,36966,5797,4
naive,6174,6922200,6174,4
smart,6174,43380,6174,4
naive,6574,7069700,6573,4
smart,6574,42880,6573,4
naive,7000,7670200,7000,4
smart,7000,44400,7000,4
naive,7454,9274700,7454,4
smart,7454,48140,7454,4
naive,7937,10601300,7937,4
smart,7937,41580,7937,4
naive,8451,11255800,8450,4
smart,8451,58250,8450,4
naive,8998,13171000,8997,4
smart,8998,69266,8997,4
naive,9581,15608100,9578,4
smart,9581,53725,9578,4
naive,10202,16822700,10201,4
smart,10202,67333,10201,4
naive,10863,19779200,10863,4
smart,10863,72366,10863,4
naive,11567,22248300,11566,4
smart,11567,72700,11566,4
naive,12316,24537900,12315,4
smart,12316,82433,12315,4
naive,13114,37984700,13112,4
smart,13114,105750,13112,4
naive,13964,33656100,13964,4
smart,13964,95200,13964,4
naive,14868,43302400,14868,4
smart,14868,105750,14868,4
naive,15832,44293500,15831,4
smart,15832,104450,15831,4
naive,16857,50362500,16857,4
smart,16857,120650,16857,4
naive,17950,59344500,17949,4
smart,17950,129100,17949,4
naive,19113,56972700,19113,4
smart,19113,134850,19113,4
naive,20351,64647900,20351,4
smart,20351,137700,20351,4
naive,21669,76448600,21669,4
smart,21669,147600,21669,4
naive,23073,81131400,23073,4
smart,23073,142000,23073,4
naive,24568,89898900,24568,4
smart,24568,161900,24568,4
naive,26160,101526400,26160,4
smart,26160,177450,26160,4
naive,27854,120007700,27854,4
smart,27854,184700,27854,4
naive,29659,132129800,29659,4
smart,29659,218000,29659,4
naive,31581,147242500,31581,4
smart,31581,229200,31581,4
naive,33627,165696000,33627,4
smart,33627,254400,33627,4
naive,35805,189893500,35805,4
smart,35805,354400,35805,4
naive,38125,211881600,38123,4
smart,38125,330400,38123,4
naive,40595,245883300,40595,4
smart,40595,223300,40595,4
naive,43225,272720400,43225,4
smart,43225,298200,43225,4
naive,46025,308916300,46023,4
smart,46025,381600,46023,4
naive,49007,349105300,49006,4
smart,49007,383400,49006,4
naive,52182,398137000,52181,4
smart,52182,414200,52181,4
naive,55563,466375500,55563,4
smart,55563,319900,55563,4
naive,59163,509860400,59162,4
smart,59163,477100,59162,4
naive,62996,582413300,62996,4
smart,62996,501300,62996,4
naive,67077,655526500,67077,4
smart,67077,500100,67077,4
naive,71422,743230400,71421,4
smart,71422,492700,71421,4
naive,76050,868609200,76049,4
smart,76050,507100,76049,4
naive,80977,985694600,80976,4
smart,80977,499700,80976,4
naive,86223,1086139400,86223,4
smart,86223,627800,86223,4
naive,91809,1221764900,91808,4
smart,91809,629500,91808,4
naive,97757,1462020800,97754,4
smart,97757,700300,97754,4
naive,104090,1575754800,104087,4
smart,104090,617400,104087,4
naive,110834,1864291600,110832,4
smart,110834,632300,110832,4
naive,118014,2022067200,118013,4
smart,118014,700700,118013,4
naive,125660,2386255100,125657,4
smart,125660,790200,125657,4
naive,133801,2634952500,133800,4
smart,133801,899300,133800,4
naive,142470,2934418200,142470,4
smart,142470,1046700,142470,4
naive,151700,3343674200,151697,4
smart,151700,981000,151697,4
naive,161528,3821937200,161528,4
smart,161528,968000,161528,4
naive,171992,4324952800,171992,4
smart,171992,1301000,171992,4
naive,183135,4893322100,183135,4
smart,183135,1075100,183135,4
naive,195000,5544106000,194997,4
smart,195000,1334300,194997,4
naive,207633,6381768700,207633,4
smart,207633,1335300,207633,4
naive,221085,7124039800,221085,4
smart,221085,1531300,221085,4
naive,235408,8071835800,235408,4
smart,235408,1642200,235408,4
naive,250659,9168424900,250657,4
smart,250659,1875200,250657,4
naive,266898,10448389800,266896,4
smart,266898,1812600,266896,4
naive,284190,11780830400,284190,4
smart,284190,1970500,284190,4
naive,302601,13359900200,302601,4
smart,302601,1951800,302601,4
naive,322206,15137667200,322205,4
smart,322206,1867300,322205,4
naive,343080,17151494500,343080,4
smart,343080,2332600,343080,4
naive,365307,19458899600,365307,4
smart,365307,2695700,365307,4
naive,388974,22218492500,388973,4
smart,388974,2662200,388973,4
naive,414174,25006412100,414174,4
smart,414174,3000100,414174,4
naive,441006,28380795200,441006,4
smart,441006,2599600,441006,4
naive,469577,32138378600,469575,4
smart,469577,3184700,469575,4
naive,500000,37167500100,499999,4
smart,500000,3268000,499999,4
naive,1000,170850,1000,5
smart,1000,3594,1000,5
naive,1064,164200,1064,5
smart,1064,3672,1064,5
naive,1133,191250,1132,5
smart,1133,4052,1132,5
naive,1207,222000,1207,5
smart,1207,4378,1207,5
naive,1285,495900,1285,5
smart,1285,9195,1285,5
naive,1368,413700,1367,5
smart,1368,5114,1367,5
naive,1457,372800,1457,5
smart,1457,5352,1457,5
naive,1551,694000,1549,5
smart,1551,5161,1549,5
naive,1652,606200,1651,5
smart,1652,7216,1651,5
naive,1759,807800,1759,5
smart,1759,6309,1759,5
naive,1873,486000,1872,5
smart,1873,8756,1872,5
naive,1994,1451500,1993,5
smart,1994,10040,1993,5
naive,2123,860700,2123,5
smart,2123,14428,2123,5
naive,2261,755200,2261,5
smart,2261,18427,2261,5
naive,2408,1350000,2408,5
smart,2408,11221,2408,5
naive,2564,1520500,2563,5
smart,2564,16061,2563,5
naive,2730,1060100,2728,5
smart,2730,16700,2728,5
naive,2907,1199600,2907,5
smart,2907,15492,2907,5
naive,3095,1391900,3095,5
smart,3095,17566,3095,5
naive,3295,2592300,3294,5
smart,3295,18763,3294,5
naive,3509,1811500,3508,5
smart,3509,23577,3508,5
naive,3736,2417400,3736,5
smart,3736,26200,3736,5
naive,3978,3214800,3977,5
smart,3978,25125,3977,5
naive,4236,3242600,4236,5
smart,4236,30800,4236,5
naive,4511,3469600,4511,5
smart,4511,36983,4511,5
naive,4803,4435300,4800,5
smart,4803,33900,4800,5
naive,5114,4762400,5114,5
smart,5114,31785,5114,5
naive,5446,5902300,5445,5
smart,5446,38566,5445,5
naive,5798,5752000,5797,5
smart,5798,32571,5797,5
naive,6174,5905000,6173,5
smart,6174,40940,6173,5
naive,6574,8307500,6574,5
smart,6574,50625,6574,5
naive,7000,8556000,7000,5
smart,7000,47220,7000,5
naive,7454,9760300,7454,5
smart,7454,48560,7454,5
naive,7937,10524900,7935,5
smart,7937,50900,7935,5
naive,8451,12391000,8450,5
smart,8451,42040,8450,5
naive,8998,15084700,8998,5
smart,8998,51575,8998,5
naive,9581,16180000,9580,5
smart,9581,60775,9580,5
naive,10202,17154900,10202,5
smart,10202,57725,10202,5
naive,10863,18866200,10863,5
smart,10863,74933,10863,5
naive,11567,22372800,11567,5
smart,11567,81066,11567,5
naive,12316,25657600,12316,5
smart,12316,89466,12316,5
naive,13114,28916200,13114,5
smart,13114,70000,13114,5
naive,13964,32872800,13964,5
smart,13964,93933,13964,5
naive,14868,36265000,14868,5
smart,14868,82133,14868,5
naive,15832,47565300,15832,5
smart,15832,91966,15832,5
naive,16857,51099500,16857,5
smart,16857,124150,16857,5
naive,17950,56534800,17949,5
smart,17950,123400,17949,5
naive,19113,71797200,19113,5
smart,19113,110650,19113,5
naive,20351,63369300,20350,5
smart,20351,140100,20350,5
naive,21669,74197500,21669,5
smart,21669,162200,21669,5
naive,23073,83875200,23072,5
smart,23073,151500,23072,5
naive,24568,90435400,24567,5
smart,24568,149050,24567,5
naive,26160,101441100,26160,5
smart,26160,178700,26160,5
naive,27854,119801700,27854,5
smart,27854,149150,27854,5
naive,29659,132362000,29658,5
smart,29659,361300,29658,5
naive,31581,146741300,31581,5
smart,31581,239300,31581,5
naive,33627,165865600,33627,5
smart,33627,215400,33627,5
naive,35805,186485300,35802,5
smart,35805,261300,35802,5
naive,38125,217023700,38125,5
smart,38125,272400,38125,5
naive,40595,247520400,40594,5
smart,40595,228200,40594,5
naive,43225,270561900,43225,5
smart,43225,368800,43225,5
naive,46025,307126200,46025,5
smart,46025,342700,46025,5
naive,49007,349993200,49006,5
smart,49007,383900,49006,5
naive,52182,393355600,52182,5
smart,52182,354500,52182,5
naive,55563,464495400,55563,5
smart,55563,347500,55563,5
naive,59163,536084500,59163,5
smart,59163,314100,59163,5
naive,62996,670395200,62994,5
smart,62996,326100,62994,5
naive,67077,687477500,67077,5
smart,67077,412600,67077,5
naive,71422,746543800,71422,5
smart,71422,558300,71422,5
naive,76050,847347500,76050,5
smart,76050,531000,76050,5
naive,80977,968594000,80977,5
smart,80977,634800,80977,5
naive,86223,1097468900,86223,5
smart,86223,641500,86223,5
naive,91809,1227108100,91809,5
smart,91809,624300,91809,5
naive,97757,1427402900,97754,5
smart,97757,648100,97754,5
naive,104090,1584187300,104089,5
smart,104090,677700,104089,5
naive,110834,1825763300,110834,5
smart,110834,729600,110834,5
naive,118014,2067895600,118013,5
smart,118014,733300,118013,5
naive,125660,2338962700,125660,5
smart,125660,822900,125660,5
naive,133801,2624433100,133801,5
smart,133801,1036000,133801,5
naive,142470,2993805200,142469,5
smart,142470,1036200,142469,5
naive,151700,3430962400,151699,5
smart,151700,1047000,151699,5
naive,161528,3824037700,161526,5
smart,161528,1174600,161526,5
naive,171992,4357809600,171989,5
smart,171992,1200400,171989,5
naive,183135,4933225700,183134,5
smart,183135,1283700,183134,5
naive,195000,5537968900,194999,5
smart,195000,1318000,194999,5
naive,207633,6274657100,207632,5
smart,207633,1445500,207632,5
naive,221085,7132412900,221085,5
smart,221085,1446800,221085,5
naive,235408,8065805200,235408,5
smart,235408,1618300,235408,5
naive,250659,9177018400,250659,5
smart,250659,1938400,250659,5
naive,266898,10381859200,266897,5
smart,266898,1731000,266897,5
naive,284190,11918285700,284189,5
smart,284190,1886600,284189,5
naive,302601,13355241800,302601,5
smart,302601,1943900,302601,5
naive,322206,15153800600,322206,5
smart,322206,2238800,322206,5
naive,343080,17263642799,343080,5
smart,343080,2339200,343080,5
naive,365307,19437557801,365306,5
smart,365307,2675199,365306,5
naive,388974,22101275100,388974,5
smart,388974,2471501,388974,5
naive,414174,25366501200,414172,5
smart,414174,3230000,414172,5
naive,441006,28425786399,441004,5
smart,441006,2798800,441004,5
naive,469577,32297361800,469577,5
smart,469577,3438100,469577,5
naive,500000,36509780600,499999,5
smart,500000,3108300,499999,5
naive,1000,155050,999,6
smart,1000,3738,999,6
naive,1064,165050,1063,6
smart,1064,3241,1063,6
naive,1133,190450,1133,6
smart,1133,3748,1133,6
naive,1207,218200,1206,6
smart,1207,3828,1206,6
naive,1285,435100,1285,6
smart,1285,7481,1285,6
naive,1368,463300,1366,6
smart,1368,4453,1366,6
naive,1457,370300,1456,6
smart,1457,5413,1456,6
naive,1551,711800,1549,6
smart,1551,5410,1549,6
naive,1652,1689900,1652,6
smart,1652,6703,1652,6
naive,1759,856200,1756,6
smart,1759,6920,1756,6
naive,1873,621900,1872,6
smart,1873,8488,1872,6
naive,1994,671100,1992,6
smart,1994,7788,1992,6
naive,2123,684600,2123,6
smart,2123,10015,2123,6
naive,2261,730700,2260,6
smart,2261,12117,2260,6
naive,2408,1264500,2408,6
smart,2408,17441,2408,6
naive,2564,1227900,2562,6
smart,2564,11841,2562,6
naive,2730,1747200,2728,6
smart,2730,14792,2728,6
naive,2907,1207400,2906,6
smart,2907,20090,2906,6
naive,3095,1375900,3095,6
smart,3095,20040,3095,6
naive,3295,2174400,3295,6
smart,3295,15150,3295,6
naive,3509,2253100,3509,6
smart,3509,33533,3509,6
naive,3736,2025400,3735,6
smart,3736,19527,3735,6
naive,3978,2300600,3978,6
smart,3978,25025,3978,6
naive,4236,3306500,4236,6
smart,4236,23922,4236,6
naive,4511,3507800,4511,6
smart,4511,43180,4511,6
naive,4803,4174400,4802,6
smart,4803,37133,4802,6
naive,5114,5503900,5114,6
smart,5114,37216,5114,6
naive,5446,6666300,5446,6
smart,5446,27675,5446,6
naive,5798,4881500,5796,6
smart,5798,31500,5796,6
naive,6174,7179900,6173,6
smart,6174,31271,6173,6
naive,6574,7732000,6574,6
smart,6574,56925,6574,6
naive,7000,7085200,7000,6
smart,7000,39050,7000,6
naive,7454,12725700,7453,6
smart,7454,86000,7453,6
naive,7937,12447900,7936,6
smart,7937,50725,7936,6
naive,8451,14722400,8450,6
smart,8451,58550,8450,6
naive,8998,16190400,8998,6
smart,8998,64025,8998,6
naive,9581,17456300,9578,6
smart,9581,56800,9578,6
naive,10202,19076600,10200,6
smart,10202,55250,10200,6
naive,10863,22197400,10863,6
smart,10863,74333,10863,6
naive,11567,28251800,11567,6
smart,11567,78733,11567,6
naive,12316,28201600,12316,6
smart,12316,81266,12316,6
naive,13114,28632300,13114,6
smart,13114,85966,13114,6
naive,13964,32285500,13964,6
smart,13964,93700,13964,6
naive,14868,36084900,14866,6
smart,14868,95233,14866,6
naive,15832,42274500,15832,6
smart,15832,90433,15832,6
naive,16857,45626300,16857,6
smart,16857,101250,16857,6
naive,17950,52641900,17946,6
smart,17950,113350,17946,6
naive,19113,56059300,19112,6
smart,19113,106100,19112,6
naive,20351,64464500,20349,6
smart,20351,135300,20349,6
naive,21669,73698000,21668,6
smart,21669,140250,21668,6
naive,23073,80952500,23073,6
smart,23073,155750,23073,6
naive,24568,91940300,24568,6
smart,24568,161550,24568,6
naive,26160,104889600,26158,6
smart,26160,141650,26158,6
naive,27854,116329200,27850,6
smart,27854,183250,27850,6
naive,29659,130200700,29659,6
smart,29659,173500,29659,6
naive,31581,145483500,31579,6
smart,31581,212700,31579,6
naive,33627,168009200,33627,6
smart,33627,184950,33627,6
naive,35805,187093400,35805,6
smart,35805,290400,35805,6
naive,38125,213812600,38125,6
smart,38125,364200,38125,6
naive,40595,244220000,40592,6
smart,40595,334700,40592,6
naive,43225,270851500,43225,6
smart,43225,323400,43225,6
naive,46025,309308700,46019,6
smart,46025,324800,46019,6
naive,49007,353803100,49007,6
smart,49007,347300,49007,6
naive,52182,398520400,52181,6
smart,52182,416000,52181,6
naive,55563,474677100,55562,6
smart,55563,420400,55562,6
naive,59163,509880500,59162,6
smart,59163,434100,59162,6
naive,62996,580502600,62995,6
smart,62996,475800,62995,6
naive,67077,651091300,67077,6
smart,67077,518000,67077,6
naive,71422,738167700,71422,6
smart,71422,558400,71422,6
naive,76050,855512300,76050,6
smart,76050,496000,76050,6
naive,80977,963165800,80976,6
smart,80977,515700,80976,6
naive,86223,1079651600,86223,6
smart,86223,738300,86223,6
naive,91809,1228296700,91808,6
smart,91809,629800,91808,6
naive,97757,1462909100,97757,6
smart,97757,649100,97757,6
naive,104090,1574301500,104089,6
smart,104090,614000,104089,6
naive,110834,1864450500,110833,6
smart,110834,585200,110833,6
naive,118014,2022454700,118014,6
smart,118014,858000,118014,6
naive,125660,2366117400,125660,6
smart,125660,849000,125660,6
naive,133801,2627506200,133801,6
smart,133801,1068600,133801,6
naive,142470,2933096400,142470,6
smart,142470,1004600,142470,6
naive,151700,3367998100,151698,6
smart,151700,1050500,151698,6
naive,161528,3820676900,161525,6
smart,161528,925200,161525,6
naive,171992,4361589200,171992,6
smart,171992,976300,171992,6
naive,183135,4887337000,183134,6
smart,183135,1266500,183134,6
naive,195000,5540313300,195000,6
smart,195000,1634000,195000,6
naive,207633,6265609400,207633,6
smart,207633,1453700,207633,6
naive,221085,7118513700,221085,6
smart,221085,1519800,221085,6
naive,235408,8058064300,235402,6
smart,235408,1660700,235402,6
naive,250659,9168031600,250659,6
smart,250659,1679300,250659,6
naive,266898,10385794500,266898,6
smart,266898,1868900,266898,6
naive,284190,11792344400,284190,6
smart,284190,2151300,284190,6
naive,302601,13399698300,302601,6
smart,302601,1926500,302601,6
naive,322206,15187194100,322206,6
smart,322206,1909900,322206,6
naive,343080,17143622900,343078,6
smart,343080,2009800,343078,6
naive,365307,19447283800,365305,6
smart,365307,2335000,365305,6
naive,388974,22354453900,388973,6
smart,388974,2242900,388973,6
naive,414174,25044031300,414172,6
smart,414174,3086800,414172,6
naive,441006,28540633100,441005,6
smart,441006,2746000,441005,6
naive,469577,33906288300,469576,6
smart,469577,3309700,469576,6
naive,500000,36667801600,500000,6
smart,500000,3074200,500000,6
